ko_id,ko_name,n_cells,fc_1-2,pval
KO:K11857,ubiquitin carboxyl-terminal hydrolase 47 [EC:3.4.19.12],761,-0.9729066,3.405366050303269e-28
KO:K15668,fengycin family lipopeptide synthetase E,1016,-0.9726267,7.310640287137438e-13
KO:K09582,protein disulfide-isomerase A4 [EC:5.3.4.1],758,-0.9724002,5.587953936416864e-24
KO:K09404,forkhead box protein K,1153,-0.97236776,1.1553907162129049e-17
KO:K18622,adducin,1428,-0.97135115,6.391568688802865e-19
KO:K11083,2-aminoethylphosphonate transport system permease protein,1622,-0.97127414,5.7601114890651654e-08
KO:K00578,tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86],1188,-0.9707961,1.8701152589090486e-19
KO:K05699,actinin alpha 1/4,699,-0.9699302,5.681522958248943e-28
KO:K03922,acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2],2100,-0.96902394,1.339113246620886e-09
KO:K06665,general transcriptional corepressor CYC8,1141,-0.9687953,1.9750057483317473e-23
KO:K00225,"L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]",828,-0.96783924,3.8758826499215295e-23
KO:K10420,dynein light chain Tctex-type 1,886,-0.96770334,5.068449903787309e-27
KO:K16128,microcystin synthetase protein McyD,1657,-0.9674883,4.8407648799506095e-15
KO:K18016,membrane-bound hydrogenase subunit alpha [EC:1.12.7.2],1135,-0.96614313,6.630637223356365e-23
KO:K10770,alkylated DNA repair protein alkB homolog 8 [EC:1.14.11.- 2.1.1.229],2566,-0.9658208,4.598576065606514e-11
KO:K01509,adenosinetriphosphatase [EC:3.6.1.-],854,-0.9657893,7.594097837643288e-26
KO:K09454,"GA-binding protein transcription factor, beta",989,-0.96575975,8.853780418124112e-16
KO:K04650,nuclear receptor co-repressor 1,1795,-0.96554613,1.0364588191597093e-11
KO:K15737,glutarate dioxygenase [EC:1.14.11.64],2318,-0.9654813,1.777827767324032e-08
KO:K01065,acyloxyacyl hydrolase [EC:3.1.1.77],667,-0.9654021,3.1946724723598303e-34
KO:K16000,narbonolide/10-deoxymethynolide synthase [EC:2.3.1.240 2.3.1.239],1324,-0.9651294,8.69338163671921e-09
KO:K15020,acryloyl-coenzyme A reductase [EC:1.3.1.84],1704,-0.96512794,1.9798981243119826e-09
KO:K15382,solute carrier family 50 (sugar transporter),1391,-0.9651203,4.207420889729862e-14
KO:K13667,EGF-domain serine glucosyl/xylosyltransferase [EC:2.4.1.376 2.4.2.63],675,-0.96506166,2.13377103301931e-24
KO:K10249,elongation of very long chain fatty acids protein 4 [EC:2.3.1.199],1137,-0.9650254,7.411533552173819e-32
KO:K08298,L-carnitine CoA-transferase [EC:2.8.3.21],1685,-0.9649217,2.71264050675375e-06
KO:K15828,formate hydrogenlyase subunit 3,682,-0.96473074,2.8105905165913348e-18
KO:K14093,energy-converting hydrogenase A subunit B,679,-0.96469545,1.2471199262248604e-26
KO:K16601,tubulin polyglutamylase TTLL4 [EC:6.-.-.-],1272,-0.9645786,3.7880963907945826e-28
KO:K05656,"ATP-binding cassette, subfamily B (MDR/TAP), member 9",1128,-0.96448374,1.490138264166141e-26
KO:K11022,structural toxin protein (hemagglutinin/hemolysin) RtxA,736,-0.9643369,1.4779365908236753e-20
KO:K14584,2-hydroxychromene-2-carboxylate isomerase [EC:5.99.1.4],951,-0.9633837,2.2162507014506804e-13
KO:K00581,tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86],1310,-0.9628267,1.0824175029334591e-20
KO:K02928,large subunit ribosomal protein L41e,889,-0.9626932,6.496389350200699e-18
KO:K02712,photosystem II PsbK protein,2314,-0.96184444,3.8508503003588323e-13
KO:K16702,amylovoran biosynthesis glycosyltransferase AmsE [EC:2.4.-.-],2201,-0.96160364,2.082576314734511e-10
KO:K01732,pectin lyase [EC:4.2.2.10],748,-0.96059465,6.831905747802621e-12
KO:K17545,serine/threonine-protein kinase ULK4 [EC:2.7.11.1],1151,-0.95964336,6.545039293356446e-28
KO:K12447,UDP-sugar pyrophosphorylase [EC:2.7.7.64],1922,-0.9594984,4.376641017353128e-21
KO:K18055,hypoxia-inducible factor 1-alpha inhibitor (HIF hydroxylase) [EC:1.14.11.30],961,-0.95943403,6.186022385518969e-16
KO:K00710,polypeptide N-acetylgalactosaminyltransferase [EC:2.4.1.41],1386,-0.95933914,1.1781508461912835e-20
KO:K12231,E3 ubiquitin-protein ligase HECTD1 [EC:2.3.2.26],798,-0.95920086,2.2213133332607923e-26
KO:K15664,fengycin family lipopeptide synthetase A,782,-0.9591265,8.973082625998917e-18
KO:K07549,benzoylsuccinyl-CoA thiolase BbsA subunit [EC:2.3.1.-],1371,-0.958581,4.599490270531806e-12
KO:K13683,putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-],2693,-0.9581456,5.798051803317268e-05
KO:K19757,radial spoke head protein 9,993,-0.9579296,3.991491955343542e-24
KO:K01121,"2',3'-cyclic-nucleotide 3'-phosphodiesterase [EC:3.1.4.37]",1046,-0.9572816,1.935499095917371e-21
KO:K08475,"two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB [EC:2.7.13.3]",1065,-0.9570079,1.0782986703236844e-09
KO:K14061,universal stress protein F,983,-0.95668554,1.07332091439405e-12
KO:K16347,entericidin A,1631,-0.9566591,2.1352715899954587e-05
KO:K08568,cathepsin X [EC:3.4.18.1],1810,-0.9555321,7.582036207292709e-25
KO:K13927,holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52],1343,-0.95502234,8.307511686220627e-14
KO:K11348,bromodomain and PHD finger-containing protein 1,720,-0.95496225,1.9998334618245372e-32
KO:K13731,internalin B,1112,-0.9547248,1.5891789593306908e-20
KO:K16531,Bardet-Biedl syndrome 4 protein,1192,-0.95428514,1.383740550938121e-20
KO:K10550,D-allose transport system permease protein,1002,-0.9541187,1.3501372340752293e-16
KO:K17339,atlastin [EC:3.6.5.-],798,-0.953331,4.9824402089553164e-29
KO:K17999,iron-hydrogenase subunit gamma [EC:1.12.1.4],1015,-0.9531145,1.730339215887065e-21
KO:K16599,tubulin polyglutamylase TTLL1 [EC:6.-.-.-],1185,-0.95270395,9.68740913814565e-30
KO:K15988,tylactone synthase 1,1466,-0.9524412,1.7860017335230873e-06
KO:K13615,polyketide synthase PksR,1245,-0.95218706,7.77815723757333e-13
KO:K02720,photosystem II cytochrome c550,2114,-0.9517317,3.029471250784678e-13
KO:K19678,intraflagellar transport protein 80,1365,-0.95170116,2.0863159230091575e-26
KO:K17677,ATP-dependent helicase IRC3 [EC:3.6.4.-],3734,-0.95017517,3.1578727771271886e-20
KO:K06868,Sep-tRNA:Cys-tRNA synthetase [EC:2.5.1.73],1507,-0.95010805,5.783116263166193e-16
KO:K10409,"dynein intermediate chain 1, axonemal",1406,-0.94970703,2.552414681381976e-27
KO:K00430,peroxidase [EC:1.11.1.7],1872,-0.94944096,1.7300030841521025e-11
KO:K18647,acidic leucine-rich nuclear phosphoprotein 32 family member B,1054,-0.9493761,4.068914044001516e-22
KO:K18229,phenylacetone monooxygenase [EC:1.14.13.92],1741,-0.9493737,3.431971626543517e-08
KO:K02840,"UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase [EC:2.4.1.-]",1573,-0.9492326,1.5747254663042954e-12
KO:K15237,"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase 1 [EC:1.3.1.-]",2037,-0.9482374,4.598720709298687e-09
KO:K14611,"solute carrier family 23 (nucleobase transporter), member 1",1461,-0.9481878,1.2513636296237636e-17
KO:K10758,thiol oxidase [EC:1.8.3.2],718,-0.9478588,2.5591116294424247e-27
KO:K18166,FAD-dependent oxidoreductase domain-containing protein 1,1882,-0.9478159,4.0919390997084414e-14
KO:K03202,type IV secretion system protein VirB7,908,-0.94752073,4.256491771761172e-12
KO:K06073,vitamin B12 transport system permease protein,791,-0.9472637,6.377996643425779e-11
KO:K00844,hexokinase [EC:2.7.1.1],3917,-0.9468733,1.1576340906468343e-12
KO:K19700,3-succinoylsemialdehyde-pyridine dehydrogenase [EC:1.2.1.83],777,-0.9466944,1.9781393506128602e-16
KO:K19719,collagen type II alpha,1528,-0.9457834,1.520165251947172e-09
KO:K06322,spore maturation protein CgeD,1054,-0.9456563,2.860848031156962e-18
KO:K12657,delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41],1385,-0.94550705,8.631410113606978e-23
KO:K16781,tetratricopeptide repeat protein 8,1126,-0.9454565,2.9185473442135762e-30
KO:K01405,saccharolysin [EC:3.4.24.37],1088,-0.94534254,9.00425383450075e-19
KO:K02706,photosystem II P680 reaction center D2 protein [EC:1.10.3.9],3331,-0.94495964,2.4651762710238532e-05
KO:K14124,energy-converting hydrogenase B subunit O,680,-0.94477606,2.499369398890845e-24
KO:K14726,"solute carrier family 9 (sodium/hydrogen exchanger), member 10/11",807,-0.94460297,2.3473403769767852e-26
KO:K19208,candicidin polyketide synthase FscE,2260,-0.94439745,3.11042589231929e-11
KO:K17942,phosphomevalonate decarboxylase [EC:4.1.1.99],1382,-0.94342947,4.818175560985163e-10
KO:K19560,pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85],1110,-0.94236946,1.865279213758806e-19
KO:K11925,SgrR family transcriptional regulator,1116,-0.94205284,4.3581406161607427e-13
KO:K15679,"rhizoxin biosynthesis, polyketide synthase RhiF",793,-0.94150066,7.50097058932208e-17
KO:K16172,insulin receptor substrate 1,935,-0.9414182,2.6095890503438777e-25
KO:K16535,lisH domain-containing protein FOPNL,680,-0.9412861,7.869545965494101e-26
KO:K03155,timeless,688,-0.94071674,4.739004453345203e-25
KO:K15039,3-hydroxypropionate dehydrogenase (NADP+) [EC:1.1.1.298],1323,-0.9404707,6.909561188421365e-12
KO:K18081,myotubularin-related protein 1/2 [EC:3.1.3.64 3.1.3.95],1237,-0.9404597,1.1009534055391799e-29
KO:K02088,cyclin-dependent kinase 3 [EC:2.7.11.22],765,-0.94044733,1.0095503757381582e-25
KO:K13807,serine/threonine-protein phosphatase with EF-hands [EC:3.1.3.16],663,-0.94038343,2.2237364462391733e-24
KO:K16008,cytochrome P450 monooxygenase OleP,763,-0.94029355,9.533316272494438e-13
KO:K19760,dynein assembly factor with WDR repeat domains 1,1840,-0.939939,2.675285594312388e-18
KO:K11502,centromere protein J,929,-0.93986416,3.250645045000881e-22
KO:K09719,uncharacterized protein,715,-0.93979263,1.4390481545413514e-20
KO:K16233,alpha-pyrone synthase,943,-0.9397116,1.383392127003233e-16
KO:K02714,photosystem II PsbM protein,1542,-0.9391227,6.067462234415474e-13
KO:K16602,tubulin polyglutamylase TTLL5 [EC:6.-.-.-],1627,-0.9388037,1.2297917733858653e-17
KO:K08802,SNF related kinase [EC:2.7.11.1],727,-0.9384241,1.835367506430496e-28
KO:K16305,fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11],2046,-0.93833447,1.6837642396711155e-10
KO:K05741,diaphanous 2,686,-0.938313,1.641648683108538e-22
KO:K15904,bifunctional N6-L-threonylcarbamoyladenine synthase / protein kinase Bud32 [EC:2.3.1.234 2.7.11.1],2850,-0.93787575,7.140138575843242e-06
KO:K16181,3-methylornithine--L-lysine ligase [EC:6.3.2.-],1379,-0.9372325,5.291399652215212e-10
KO:K15261,poly [ADP-ribose] polymerase 10/14/15 [EC:2.4.2.30],836,-0.936398,1.9008955622298108e-23
KO:K16810,TBCC domain-containing protein 1,694,-0.9361787,1.5464006430871889e-25
KO:K09715,uncharacterized protein,1071,-0.93555117,2.5496128605931894e-19
KO:K14601,"1,1a-dihydroxy-1-hydro-9-fluorenone dehydrogenase",948,-0.9340377,3.440501223458579e-08
KO:K14599,dibenzofuran dioxygenase subunit alpha [EC:1.14.12.-],792,-0.9340308,5.887396092425525e-14
KO:K14489,arabidopsis histidine kinase 2/3/4 (cytokinin receptor) [EC:2.7.13.3],717,-0.93401766,3.64436370972623e-21
KO:K00910,beta-adrenergic-receptor kinase [EC:2.7.11.15],670,-0.93383646,5.0746051057015784e-23
KO:K15676,"rhizoxin biosynthesis, polyketide synthase RhiC",1229,-0.93363667,4.981834755679187e-13
KO:K17256,insulin-like growth factor-binding protein complex acid labile subunit,758,-0.9326987,8.843178380229948e-24
KO:K14398,cleavage and polyadenylation specificity factor subunit 6/7,685,-0.9324937,1.6447097609810822e-23
KO:K03930,putative tributyrin esterase [EC:3.1.1.-],1765,-0.9322214,3.358829871970173e-06
KO:K14253,6-methylpretetramide 4-monooxygenase [EC:1.14.13.232],813,-0.93163276,7.239209145891236e-10
KO:K14953,ipoprotein LpqH,1772,-0.93153644,1.1929236797598344e-12
KO:K09651,rhomboid domain-containing protein 1 [EC:3.4.21.-],704,-0.93137693,3.1396394813253775e-27
KO:K00051,malate dehydrogenase (NADP+) [EC:1.1.1.82],841,-0.9312506,4.616727749481818e-21
KO:K17717,phospholipase D [EC:3.1.4.4],1964,-0.9308429,1.879771325363131e-09
KO:K08077,UDP-sugar diphosphatase [EC:3.6.1.45],1391,-0.9307933,6.107150775433582e-20
KO:K07311,Tat-targeted selenate reductase subunit YnfG,771,-0.9293866,3.7698202167943135e-20
KO:K13750,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2",709,-0.92915344,2.161304052799203e-30
KO:K04484,DNA repair protein RadB,2519,-0.92803335,3.0875581520497044e-05
KO:K00733,xylosylprotein 4-beta-galactosyltransferase [EC:2.4.1.133],1921,-0.92801523,1.405323877586777e-16
KO:K15971,O-methyltransferase [EC:2.1.1.-],846,-0.92766905,1.0801013778651582e-06
KO:K13917,mRNA-capping enzyme [EC:2.7.7.50 3.6.1.-],935,-0.9272623,2.1858305544169224e-29
KO:K12909,carboxyvinyl-carboxyphosphonate phosphorylmutase [EC:2.7.8.23],717,-0.92703533,7.382719876308516e-12
KO:K18151,ureidoglycolate amidohydrolase [EC:3.5.1.116],1291,-0.9269514,4.564754870400544e-08
KO:K17341,hemicentin,801,-0.9263487,5.820644367308903e-25
KO:K14081,methanol corrinoid protein,1232,-0.92619467,2.751875219772734e-15
KO:K13675,"UDP-glucose:O-linked fucose beta-1,3-glucosyltransferase [EC:2.4.1.-]",716,-0.92614794,6.153809835014629e-26
KO:K12142,hydrogenase-4 component G [EC:1.-.-.-],791,-0.92541695,1.4291653268179048e-16
KO:K05992,maltogenic alpha-amylase [EC:3.2.1.133],681,-0.9253421,2.462343586854927e-18
KO:K15837,G-protein signaling modulator 2,695,-0.9251871,6.543587342975975e-16
KO:K02691,photosystem I subunit VII,2732,-0.9250121,1.7955629650737046e-12
KO:K08834,myosin III [EC:2.7.11.1],655,-0.9243903,1.9907399275277318e-28
KO:K02359,"beta-1,4-mannosyltransferase [EC:2.4.1.-]",1639,-0.92434025,0.0006485892711597229
KO:K01528,dynamin 1/3 [EC:3.6.5.5],924,-0.92418385,1.4789715775978531e-24
KO:K00583,tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86],1007,-0.92384386,3.434985307112137e-21
KO:K06939,uncharacterized protein,1029,-0.9236841,6.4344971436917164e-21
KO:K11922,"GntR family transcriptional regulator, mannosyl-D-glycerate transport/metabolism system repressor",1741,-0.92351174,1.8957575754857853e-08
KO:K18577,mannosylglycoprotein endo-beta-mannosidase [EC:3.2.1.152],1665,-0.923193,2.012730869832071e-12
KO:K11107,ferredoxin,1370,-0.9230075,2.827321701022979e-13
KO:K15865,threonylcarbamoyladenosine tRNA methylthiotransferase CDKAL1 [EC:2.8.4.5],1893,-0.92225885,5.773862502744642e-20
KO:K18252,"phthalate 3,4-dioxygenase subunit beta [EC:1.14.12.-]",1498,-0.9220135,2.8097488639197493e-06
KO:K12139,hydrogenase-4 component D [EC:1.-.-.-],1475,-0.9219804,1.796369327886002e-08
KO:K12570,streptomycin 6-kinase [EC:2.7.1.72],946,-0.92139864,0.0014071855583327514
KO:K07821,"trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorY",1073,-0.9213042,6.090803874080938e-13
KO:K05922,quinone-reactive Ni/Fe-hydrogenase large subunit [EC:1.12.5.1],1582,-0.9206867,3.672665291219064e-17
KO:K19630,4-formylbenzenesulfonate dehydrogenase [EC:1.2.1.62],786,-0.9204445,1.646190924819404e-16
KO:K16747,Bardet-Biedl syndrome 2 protein,888,-0.92035913,1.6801905349973856e-25
KO:K12306,"MFS transporter, FLVCR family, MFS-domain-containing protein 7",1970,-0.92020464,1.3235052348319582e-11
KO:K02634,apocytochrome f,3014,-0.9201393,3.1728810855011623e-06
KO:K15277,"solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3",883,-0.9201269,1.0465451192219424e-28
KO:K17398,DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37],3374,-0.91931915,9.366393836052028e-09
KO:K07134,uncharacterized protein,654,-0.91924334,1.4980718305924157e-21
KO:K04837,voltage-gated sodium channel type IV alpha,700,-0.9184518,1.6154472544739594e-24
KO:K08864,tousled-like kinase [EC:2.7.11.1],1353,-0.91782475,5.3800977584878984e-27
KO:K12209,intracellular multiplication protein IcmE,3269,-0.9167862,1.1568225977482822e-05
KO:K10456,kelch-like protein 19,1508,-0.9167261,8.657528148846396e-09
KO:K07944,ADP-ribosylation factor-like protein 3,1335,-0.9165783,1.2772228088502909e-25
KO:K16950,anaerobic sulfite reductase subunit A,1498,-0.9162631,3.4883053454281177e-10
KO:K18023,membrane-bound hydrogenase subunit mbhJ [EC:1.12.7.2],2203,-0.9162121,6.757788124346821e-07
KO:K04955,hyperpolarization activated cyclic nucleotide-gated potassium channel 2,1301,-0.91536903,4.6531971353374914e-23
KO:K00579,tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86],1281,-0.9150562,2.000846354225931e-18
KO:K15471,O-methyltransferase [EC:2.1.1.-],669,-0.91486835,5.6376220053281206e-14
KO:K01214,isoamylase [EC:3.2.1.68],1277,-0.9147997,5.797381108625047e-17
KO:K15452,mitochondrial tRNA pseudouridine27/28 synthase [EC:5.4.99.44],673,-0.9141655,1.1112261076412845e-22
KO:K15032,"mTERF domain-containing protein, mitochondrial",1058,-0.91387796,9.257839237789154e-27
KO:K06154,"Lrp/AsnC family transcriptional regulator, involved in the regulation of lysine biosynthesis",1185,-0.9137435,2.829044457681853e-15
KO:K14498,serine/threonine-protein kinase SRK2 [EC:2.7.11.1],788,-0.9136677,4.311363607480094e-23
KO:K13812,bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43],1769,-0.91332674,1.4052746168754383e-11
KO:K12532,"membrane fusion protein, RTX toxin transport system",891,-0.9131112,7.976319790717959e-13
KO:K03689,cytochrome b6-f complex subunit 8,1287,-0.9127593,1.7722484535172715e-21
KO:K13549,2-deoxy-scyllo-inosamine dehydrogenase (SAM-dependent) [EC:1.1.99.38],1669,-0.91250086,1.9017195594606594e-11
KO:K12460,ankyrin repeat-rich membrane spanning protein,2527,-0.9123564,6.4834783335812255e-06
KO:K16115,glycosyl transferase / beta-hydroxylase protein BlmF,981,-0.9118748,2.718958007350506e-18
KO:K00442,coenzyme F420 hydrogenase subunit delta,1889,-0.91144466,1.69774998076502e-10
KO:K19677,intraflagellar transport protein 81,1043,-0.9113593,8.794164144700196e-27
KO:K16175,protein scribble,982,-0.91126394,9.991219947278745e-23
KO:K19167,protein AbiQ,860,-0.91102695,3.6191804091233943e-19
KO:K00608,aspartate carbamoyltransferase [EC:2.1.3.2],960,-0.91069365,5.179294687619752e-14
KO:K16126,Syringomycin synthetase protein SyrB1,698,-0.90971994,3.6797071634595875e-12
KO:K08869,aarF domain-containing kinase,4494,-0.90884864,4.4325075179359905e-09
KO:K15950,aklavinone 12-hydroxylase [EC:1.14.13.180],902,-0.9088347,4.134838223229144e-09
KO:K10133,tumor protein p53-inducible protein 3 [EC:1.-.-.-],1203,-0.9086828,1.0412058067530068e-18
KO:K07730,putative transcriptional regulator,1840,-0.9081187,3.903572830977354e-07
KO:K01298,carboxypeptidase A2 [EC:3.4.17.15],1183,-0.9078212,6.548271210644113e-16
KO:K17327,xylobiose transport system permease protein,1059,-0.9077692,3.382065745907487e-07
KO:K18613,"3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase [EC:4.1.1.51]",673,-0.9076891,6.983630006822321e-16
KO:K13714,bifunctional autolysin [EC:3.5.1.28 3.2.1.96],663,-0.9063368,6.007783098671797e-18
KO:K10695,E3 ubiquitin-protein ligase RNF1/2 [EC:2.3.2.27],669,-0.9061394,4.007557916647429e-24
KO:K02290,phycobilisome rod-core linker protein,1520,-0.9054651,3.402830882028974e-14
KO:K14590,cap2 methyltransferase [EC:2.1.1.296],863,-0.9054003,1.0706868605379153e-22
KO:K06233,low density lipoprotein-related protein 2,1309,-0.9052429,3.154091629824968e-15
KO:K15244,"2,4,5-trichlorophenoxyacetic acid oxygenase 2 [EC:1.14.13.-]",1421,-0.90515447,6.016518259316964e-11
KO:K11793,cereblon,947,-0.90491104,1.0040953803581806e-18
KO:K07475,CRISPR-associated endonuclease Cas3-HD [EC:3.1.-.-],973,-0.90448713,6.644386432166381e-20
KO:K08220,"MFS transporter, FLVCR family, feline leukemia virus subgroup C receptor-related protein",2195,-0.9043989,3.498107939430032e-15
KO:K04573,neurofilament medium polypeptide (neurofilament 3),697,-0.9041271,9.959791971646121e-18
KO:K12974,KDO2-lipid IV(A) palmitoleoyltransferase [EC:2.3.1.242],904,-0.9036231,1.579683359013038e-12
KO:K00503,dopamine beta-monooxygenase [EC:1.14.17.1],666,-0.9032326,4.02635725887847e-18
KO:K14606,lycopene cyclase CruP [EC:5.5.1.19],1222,-0.9028497,3.2661975993137513e-12
KO:K04574,neurofilament heavy polypeptide,1268,-0.9025645,3.007219678870445e-14
KO:K01539,sodium/potassium-transporting ATPase subunit alpha [EC:7.2.2.13],5105,-0.90252364,2.407099001448838e-10
KO:K19516,benzoyl-CoA reductase subunit BamC [EC:1.3.-.-],2006,-0.9023094,9.524481672697494e-07
KO:K10618,p-cumic aldehyde dehydrogenase,1040,-0.9019928,1.6152070905665065e-08
KO:K01161,deoxyribonuclease (pyrimidine dimer) [EC:3.1.25.1],1901,-0.9018116,3.517074216056797e-15
KO:K19352,coiled-coil and C2 domain-containing protein 2A,790,-0.90154934,5.141102076690292e-26
KO:K10859,DNA oxidative demethylase [EC:1.14.11.33],888,-0.9012289,8.885410568870422e-21
KO:K03764,"MetJ family transcriptional regulator, methionine regulon repressor",1317,-0.90104246,5.9451978138868605e-08
KO:K13856,"solute carrier family 4 (anion exchanger), member 3",773,-0.9008422,2.3535658569432926e-19
KO:K19173,DNA phosphorothioation-dependent restriction protein DptF,1329,-0.9007044,1.0614829166242627e-14
KO:K19372,DnaJ homolog subfamily C member 27,742,-0.9003582,3.1437388479314246e-23
KO:K00205,4Fe-4S ferredoxin,2056,-0.90011644,5.7700417662857384e-12
KO:K06141,"MFS transporter, TsgA protein",1329,-0.8998766,9.17478586540447e-12
KO:K12885,heterogeneous nuclear ribonucleoprotein G,1026,-0.8994508,1.6918616865409534e-16
KO:K18937,"TetR/AcrR family transcriptional regulator, repressor for lfrA",1076,-0.8986578,0.00034820488368763204
KO:K15245,flavin reductase [EC:1.5.1.37],812,-0.89842796,5.620333287730683e-08
KO:K04711,dihydroceramidase [EC:3.5.1.-],2492,-0.8983135,1.1147854677399847e-09
KO:K13703,abhydrolase domain-containing protein 11,1052,-0.8981824,4.1588873234548553e-19
KO:K19751,"dynein assembly factor 2, axonemal",749,-0.89752054,2.156398448202451e-23
KO:K01369,legumain [EC:3.4.22.34],1310,-0.89747906,7.5286230431814725e-31
KO:K07587,O-phosphoseryl-tRNA synthetase [EC:6.1.1.27],1472,-0.89706707,6.694602333143714e-17
KO:K15666,fengycin family lipopeptide synthetase C,999,-0.89672375,3.624054684057892e-11
KO:K09135,uncharacterized protein,1049,-0.89669704,5.294307608657844e-17
KO:K12165,ufm1-conjugating enzyme 1,738,-0.8962474,7.39127556194913e-28
KO:K18094,"membrane fusion protein, multidrug efflux system",692,-0.8958354,2.321313454269764e-16
KO:K12676,proclavaminate amidinohydrolase [EC:3.5.3.22],1258,-0.89546204,0.0018766673257119976
KO:K05599,"anthranilate 1,2-dioxygenase (deaminating, decarboxylating) large subunit [EC:1.14.12.1]",2601,-0.89545965,1.324961549311661e-05
KO:K14627,dehydratase [EC:4.2.1.-],829,-0.89499354,9.326019210935827e-10
KO:K09891,uncharacterized protein,2021,-0.8943293,3.64082681281235e-05
KO:K05581,NAD(P)H-quinone oxidoreductase subunit J [EC:7.1.1.2],2147,-0.8943291,2.515944051618641e-08
KO:K14211,elastin,1388,-0.89425945,2.500475763205461e-07
KO:K14651,transcription initiation factor TFIID subunit 15,911,-0.893466,1.0018851344370641e-19
KO:K19138,CRISPR-associated protein Csm2,2816,-0.89317274,0.0001288740059257307
KO:K10443,kelch-like protein 2/3,2310,-0.89284277,3.754403299750922e-05
KO:K05378,phycoerythrin-associated linker protein,1317,-0.89269495,7.608742455459705e-16
KO:K05876,"methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor",1192,-0.8919859,5.187465385939545e-06
KO:K15656,surfactin family lipopeptide synthetase C,1074,-0.8919215,5.760871991538432e-15
KO:K17876,pentalenic acid synthase [EC:1.14.15.11],1595,-0.89147925,4.696406542644122e-09
KO:K19088,CRISPR-associated protein Cst1,2166,-0.890851,0.0006737856875306035
KO:K12207,intracellular multiplication protein IcmC,728,-0.8907528,2.2609768630371245e-20
KO:K19679,intraflagellar transport protein 74,1000,-0.890605,1.7940742287500973e-23
KO:K19143,CRISPR-associated protein Csx1,959,-0.8900552,3.10900744508931e-13
KO:K07915,Ras-related protein Rab-28,811,-0.8900199,6.488963775659183e-18
KO:K13761,"high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9 [EC:3.1.4.35]",675,-0.8890915,1.1419510999387703e-28
KO:K13908,mucin-5B,820,-0.8890176,1.177237392992065e-13
KO:K01948,carbamoyl-phosphate synthase (ammonia) [EC:6.3.4.16],2123,-0.8885617,7.037199030236027e-13
KO:K18095,multidrug efflux pump,839,-0.888525,2.412931365424774e-15
KO:K02924,large subunit ribosomal protein L39e,2942,-0.887938,0.0012688528726279866
KO:K07329,archaeal flagellar protein FlaF,945,-0.8879299,2.1385537025726988e-21
KO:K18257,"cis-3,4-dihydrophenanthrene-3,4-diol dehydrogenase [EC:1.3.1.49]",1333,-0.88739157,0.00024194561896607745
KO:K19683,tetratricopeptide repeat protein 30,1329,-0.8873043,6.6104789266984656e-24
KO:K16700,amylovoran biosynthesis glycosyltransferase AmsB [EC:2.4.-.-],660,-0.88730335,6.094838721933405e-20
KO:K18975,small multidrug resistance pump,1027,-0.8870511,8.119891795223002e-17
KO:K16111,nonribosomal peptide synthetase protein BlmVII,898,-0.88570404,1.5615028004147935e-07
KO:K02087,cyclin-dependent kinase 1 [EC:2.7.11.22 2.7.11.23],868,-0.88552094,2.2174376505998747e-25
KO:K05978,glucosylglycerol 3-phosphatase [EC:3.1.3.69],751,-0.8853736,4.798584725750126e-17
KO:K09737,uncharacterized protein,1335,-0.88520336,1.3071654977134777e-15
KO:K15729,microsomal prostaglandin-E synthase 1 [EC:5.3.99.3],1249,-0.88513017,9.768654773011924e-07
KO:K12375,arylsulfatase I/J [EC:3.1.6.-],1357,-0.88503027,3.233464801398843e-21
KO:K02430,"DeoR family transcriptional regulator, L-fucose operon activator",892,-0.8850064,3.3158572489823746e-13
KO:K16161,methane monooxygenase component C [EC:1.14.13.25],1147,-0.8849659,6.0452864724973324e-09
KO:K13601,bacteriochlorophyllide d C-8(2)-methyltransferase [EC:2.1.1.332],1363,-0.88412285,8.827692312228778e-07
