ko_id,ko_name,n_cells,kruskal_pval,dunns_1-2,dunns_1-3,dunns_2-3,fc_1-2,fc_1-3,fc_2-3,minfc_1,minfc_2,minfc_3,maxp_1,maxp_2,maxp_3
KO:K03939,NADH dehydrogenase (ubiquinone) Fe-S protein 6,1973,0.0,3.224167958398109e-306,6.620310165779865e-05,2.020772347385237e-266,-5.546911,0.49713516,6.044046,-5.546911,5.546911,-6.044046,6.620310165779865e-05,2.020772347385237e-266,6.620310165779865e-05
KO:K03940,NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:7.1.1.2],2387,7.671572740889347e-213,4.502868191632197e-146,7.508466102988839e-13,4.94773034226047e-174,-3.3308885,0.80547667,4.136365,-3.3308885,3.3308885,-4.136365,7.508466102988839e-13,4.502868191632197e-146,7.508466102988839e-13
KO:K03941,NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:7.1.1.2],3248,0.0,0.0,1.6677942521303067e-58,4.208844803698402e-80,-5.8778152,-2.4525907,3.4252243,-5.8778152,3.4252243,-3.4252243,1.6677942521303067e-58,4.208844803698402e-80,1.6677942521303067e-58
KO:K03942,NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2],2316,2.644968734339043e-237,1.2555197025828583e-156,3.1830114927767596e-17,8.605973773318946e-199,-3.4025054,0.79636145,4.198867,-3.4025054,3.4025054,-4.198867,3.1830114927767596e-17,1.2555197025828583e-156,3.1830114927767596e-17
KO:K03943,NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:7.1.1.2],4461,3.261347206158801e-17,1.271012153272693e-14,0.3252646787045125,2.179521787512812e-13,-0.5019353,0.09643626,0.59837157,-0.5019353,0.5019353,-0.59837157,0.3252646787045125,2.179521787512812e-13,0.3252646787045125
KO:K03949,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 5,1084,2.70339727151797e-90,6.604448523531835e-47,4.1743515430722326e-16,2.818814414104626e-85,-1.0345974,0.6299343,1.6645317,-1.0345974,1.0345974,-1.6645317,4.1743515430722326e-16,6.604448523531835e-47,4.1743515430722326e-16
KO:K03950,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6,715,1.3690377808252112e-58,1.3151653116706386e-36,4.76409037032587e-07,2.458213068674741e-52,-0.80170727,0.30502176,1.106729,-0.80170727,0.80170727,-1.106729,4.76409037032587e-07,1.3151653116706386e-36,4.76409037032587e-07
KO:K03953,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9,1513,2.365652084530554e-136,1.312305755599278e-78,1.2031622301584704e-17,2.7505611563477207e-123,-1.6269407,0.70742035,2.334361,-1.6269407,1.6269407,-2.334361,1.2031622301584704e-17,1.312305755599278e-78,1.2031622301584704e-17
KO:K03954,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10,837,1.9802570473557722e-32,4.134997403869234e-32,1.7206113352733174e-11,0.00039848192357266887,-0.7941947,-0.32097387,0.47322083,-0.7941947,0.47322083,-0.47322083,1.7206113352733174e-11,0.00039848192357266887,0.00039848192357266887
KO:K03955,"NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1, acyl-carrier protein",2770,0.00109909855190734,0.0036498535472278414,0.0014942296462363016,0.5863901742995936,0.21538234,0.4492445,0.23386216,0.21538234,-0.21538234,-0.4492445,0.0036498535472278414,0.5863901742995936,0.5863901742995936
KO:K03969,phage shock protein A,6505,2.516114695978893e-235,6.352974137601562e-237,1.6700919302339415e-31,6.221156137691669e-61,1.5878963,0.64920187,-0.9386945,0.64920187,-1.5878963,-0.64920187,1.6700919302339415e-31,6.221156137691669e-61,1.6700919302339415e-31
KO:K03970,phage shock protein B,4505,4.605825065329502e-106,1.4513706295142302e-99,0.03870491755144082,1.3576777200125578e-55,-2.2598536,-0.15873668,2.101117,-2.2598536,2.101117,-2.101117,0.03870491755144082,1.3576777200125578e-55,0.03870491755144082
KO:K03972,phage shock protein E,4995,0.0,0.0,1.0934023974130194e-174,1.822834566558317e-36,-4.3983455,-3.3409867,1.0573587,-4.3983455,1.0573587,-1.0573587,1.0934023974130194e-174,1.822834566558317e-36,1.822834566558317e-36
KO:K03973,phage shock protein C,6385,0.0,2.9191782825362597e-06,1.8620436075447293e-286,2.37054544877297e-310,0.21751976,-1.9165497,-2.1340694,-1.9165497,-2.1340694,1.9165497,2.9191782825362597e-06,2.9191782825362597e-06,1.8620436075447293e-286
KO:K03974,psp operon transcriptional activator,5297,2.135625633136461e-104,2.714599312708916e-98,0.030782942900147367,3.2001459715629173e-54,-1.7633145,-0.3474238,1.4158907,-1.7633145,1.4158907,-1.4158907,0.030782942900147367,3.2001459715629173e-54,0.030782942900147367
KO:K03975,membrane-associated protein,6426,6.2945084253770715e-28,6.0096069795558155e-19,0.0019217786145055882,7.043810586834374e-25,-0.8081746,0.055546284,0.8637209,-0.8081746,0.8081746,-0.8637209,0.0019217786145055882,6.0096069795558155e-19,0.0019217786145055882
KO:K03976,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-],6416,5.375772113225584e-82,5.1594578499860737e-23,1.07642712627605e-32,2.3794514529131926e-83,0.46683502,-0.50151825,-0.9683533,-0.50151825,-0.9683533,0.50151825,5.1594578499860737e-23,5.1594578499860737e-23,1.07642712627605e-32
KO:K03977,GTPase,6537,1.8245435213903217e-151,9.928792633788645e-125,1.428857144148374e-82,0.07023064301219087,-0.6925039,-0.5204363,0.17206764,-0.6925039,0.17206764,-0.17206764,1.428857144148374e-82,0.07023064301219087,0.07023064301219087
KO:K03978,GTP-binding protein,6535,0.0,1.0121195527131287e-271,1.9366673667490872e-149,5.117528865126015e-07,-1.0515757,-0.8436527,0.20792294,-1.0515757,0.20792294,-0.20792294,1.9366673667490872e-149,5.117528865126015e-07,5.117528865126015e-07
KO:K03979,GTPase [EC:3.6.5.-],6539,1.0713967611207044e-239,1.6836127061057743e-213,5.064585265176938e-106,2.8200128136593663e-08,-0.9339843,-0.61566687,0.3183174,-0.9339843,0.3183174,-0.3183174,5.064585265176938e-106,2.8200128136593663e-08,2.8200128136593663e-08
KO:K03980,putative peptidoglycan lipid II flippase,6531,1.0016736085486055e-83,5.102024745777471e-82,1.0274218359557439e-25,6.12381868156951e-10,-0.5790968,-0.29470348,0.2843933,-0.5790968,0.2843933,-0.2843933,1.0274218359557439e-25,6.12381868156951e-10,6.12381868156951e-10
KO:K03981,thiol:disulfide interchange protein DsbC [EC:5.3.4.1],6362,0.0,0.0,1.299247592391378e-51,5.423474057831432e-87,-2.1239796,-1.1856647,0.9383149,-2.1239796,0.9383149,-0.9383149,1.299247592391378e-51,5.423474057831432e-87,1.299247592391378e-51
KO:K04014,protein NrfC,1908,0.0,0.2970185095262652,0.0,1.4482415895339472e-287,0.26618242,-6.4509287,-6.717111,-6.4509287,-6.717111,6.4509287,0.2970185095262652,0.2970185095262652,1.4482415895339472e-287
KO:K04015,protein NrfD,2146,1.6511359750257247e-97,6.72362760557493e-93,0.011651385046037186,1.0152583626440304e-48,2.047195,0.55520225,-1.4919927,0.55520225,-2.047195,-0.55520225,0.011651385046037186,1.0152583626440304e-48,0.011651385046037186
KO:K04019,ethanolamine utilization protein EutA,5836,0.0,0.0,1.7149654591442796e-129,1.542491235514591e-29,3.0740426,1.8397951,-1.2342474,1.8397951,-3.0740426,-1.8397951,1.7149654591442796e-129,1.542491235514591e-29,1.542491235514591e-29
KO:K04020,phosphotransacetylase,2586,8.350644292011824e-30,3.345492464154587e-11,2.45329966216304e-29,6.486382439909363e-07,-0.49755144,-1.3675122,-0.8699608,-1.3675122,-0.8699608,0.8699608,3.345492464154587e-11,6.486382439909363e-07,6.486382439909363e-07
KO:K04021,aldehyde dehydrogenase,5648,6.685362381001562e-18,0.03563032682527471,1.201941006110041e-18,9.238116418962128e-11,0.08035278,-0.6935892,-0.773942,-0.6935892,-0.773942,0.6935892,0.03563032682527471,0.03563032682527471,9.238116418962128e-11
KO:K04022,alcohol dehydrogenase,1890,5.829747584354597e-07,1.8687664748740614e-05,0.14752376649669016,8.833267873563639e-07,0.45990562,-0.059370518,-0.51927614,-0.059370518,-0.51927614,0.059370518,0.14752376649669016,1.8687664748740614e-05,0.14752376649669016
KO:K04023,ethanolamine transporter,1829,1.83578451317552e-115,2.094326593411392e-11,7.595619853598956e-73,1.987938097810778e-111,0.5132618,-2.5263805,-3.0396423,-2.5263805,-3.0396423,2.5263805,2.094326593411392e-11,2.094326593411392e-11,7.595619853598956e-73
KO:K04024,ethanolamine utilization protein EutJ,3065,0.0,1.2623327198018147e-120,3.117011689343936e-177,0.0,2.9376287,-4.058583,-6.9962115,-4.058583,-6.9962115,4.058583,1.2623327198018147e-120,1.2623327198018147e-120,3.117011689343936e-177
KO:K04026,ethanolamine utilization protein EutL,3064,2.1025450220743837e-199,5.715658810487753e-118,9.79200011916724e-23,2.741790662925854e-177,2.8638074,-1.6963091,-4.5601163,-1.6963091,-4.5601163,1.6963091,9.79200011916724e-23,5.715658810487753e-118,9.79200011916724e-23
KO:K04027,ethanolamine utilization protein EutM,6166,8.204491967901948e-168,9.329420833619368e-50,8.126116927188014e-61,5.706297368288155e-169,1.0976915,-0.84141254,-1.9391041,-0.84141254,-1.9391041,0.84141254,9.329420833619368e-50,9.329420833619368e-50,8.126116927188014e-61
KO:K04028,ethanolamine utilization protein EutN,6295,4.0147097898910366e-212,8.025862623872931e-36,3.3519221691564154e-108,1.9866448929439255e-211,0.6773946,-1.282536,-1.9599307,-1.282536,-1.9599307,1.282536,8.025862623872931e-36,8.025862623872931e-36,3.3519221691564154e-108
KO:K04029,ethanolamine utilization protein EutP,1067,4.788319984303893e-102,0.002120092245080839,7.049468410434917e-79,5.758917394247792e-90,0.13056087,-1.9982605,-2.1288214,-1.9982605,-2.1288214,1.9982605,0.002120092245080839,0.002120092245080839,7.049468410434917e-79
KO:K04030,ethanolamine utilization protein EutQ,3436,1.5028158477242514e-35,1.2725915160287026e-11,1.7969639440658702e-35,2.4490341523159066e-09,-0.08994722,-2.4320486,-2.3421013,-2.4320486,-2.3421013,2.3421013,1.2725915160287026e-11,2.4490341523159066e-09,2.4490341523159066e-09
KO:K04031,ethanolamine utilization protein EutS,1058,1.6748794116462354e-98,1.4401197593518673e-05,1.0791473182465828e-70,8.598519514674156e-91,0.37424564,-1.6423554,-2.016601,-1.6423554,-2.016601,1.6423554,1.4401197593518673e-05,1.4401197593518673e-05,1.0791473182465828e-70
KO:K04032,ethanolamine utilization cobalamin adenosyltransferase [EC:2.5.1.17],1584,8.455264125363725e-135,6.067493798768038e-40,1.6646934686363378e-49,5.099002474662448e-136,1.0507402,-1.7387414,-2.7894816,-1.7387414,-2.7894816,1.7387414,6.067493798768038e-40,6.067493798768038e-40,1.6646934686363378e-49
KO:K04033,"AraC family transcriptional regulator, ethanolamine operon transcriptional activator",5400,8.977867925822275e-133,9.85271342317477e-09,8.628138726239899e-132,1.13494652412259e-72,0.690408,2.7472296,2.0568216,0.690408,-0.690408,-2.7472296,9.85271342317477e-09,9.85271342317477e-09,1.13494652412259e-72
KO:K04034,anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:1.21.98.3],6297,0.0,2.899332954909266e-88,6.242601552438034e-168,0.0,1.1615119,-1.8787642,-3.040276,-1.8787642,-3.040276,1.8787642,2.899332954909266e-88,2.899332954909266e-88,6.242601552438034e-168
KO:K04035,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [EC:1.14.13.81],6274,6.080528328995237e-264,2.61418719429437e-234,1.4515567491517903e-117,1.2129521218938301e-08,-1.7405365,-1.3948896,0.34564686,-1.7405365,0.34564686,-0.34564686,1.4515567491517903e-117,1.2129521218938301e-08,1.2129521218938301e-08
KO:K04036,divinyl protochlorophyllide a 8-vinyl-reductase [EC:1.-.-.-],2078,4.936881520986319e-71,1.2530648459391405e-64,9.219601819495632e-32,0.0014356344697460078,-1.7927823,-1.109276,0.68350625,-1.7927823,0.68350625,-0.68350625,9.219601819495632e-32,0.0014356344697460078,0.0014356344697460078
KO:K04037,light-independent protochlorophyllide reductase subunit L [EC:1.3.7.7],4023,0.0,0.0,0.028119883554198487,2.326203943918094e-243,-7.757059,-0.22736287,7.5296965,-7.757059,7.5296965,-7.5296965,0.028119883554198487,2.326203943918094e-243,0.028119883554198487
KO:K04038,light-independent protochlorophyllide reductase subunit N [EC:1.3.7.7],4134,0.0,0.0,0.5583252941595934,2.1699667717223908e-253,-7.2651505,0.5414598,7.80661,-7.2651505,7.2651505,-7.80661,0.5583252941595934,2.1699667717223908e-253,0.5583252941595934
KO:K04039,light-independent protochlorophyllide reductase subunit B [EC:1.3.7.7],4563,0.0,0.0,0.7501166205952319,2.763661897941408e-262,-5.9844656,0.3941194,6.3785853,-5.9844656,5.9844656,-6.3785853,0.7501166205952319,2.763661897941408e-262,0.7501166205952319
KO:K04040,chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133],5074,0.0,0.0,0.001073767363675694,9.32669246002666e-209,-4.6950774,-0.5210491,4.1740284,-4.6950774,4.1740284,-4.1740284,0.001073767363675694,9.32669246002666e-209,0.001073767363675694
KO:K04041,"fructose-1,6-bisphosphatase III [EC:3.1.3.11]",4918,6.521811080608628e-118,7.271077730154829e-59,4.680326345371997e-22,5.947306317963101e-112,2.0242276,-0.7415035,-2.765731,-0.7415035,-2.765731,0.7415035,4.680326345371997e-22,7.271077730154829e-59,4.680326345371997e-22
KO:K04042,bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157],6539,2.6672826634534416e-221,1.1168419560580106e-164,6.106919433408954e-140,0.4618158491139833,-0.758482,-0.6936264,0.064855576,-0.758482,0.064855576,-0.064855576,6.106919433408954e-140,0.4618158491139833,0.4618158491139833
KO:K04043,molecular chaperone DnaK,6539,3.974824495357119e-18,1.5406435212842094e-07,4.585337975828735e-18,0.00020111623430379437,-0.1098423,-0.1011734,0.0086689,-0.1098423,0.0086689,-0.0086689,1.5406435212842094e-07,0.00020111623430379437,0.00020111623430379437
KO:K04044,molecular chaperone HscA,6331,0.0,7.022122524265314e-257,3.1378327322363808e-52,0.0,-1.4841347,1.2165451,2.7006798,-1.4841347,1.4841347,-2.7006798,3.1378327322363808e-52,7.022122524265314e-257,3.1378327322363808e-52
KO:K04045,molecular chaperone HscC,4945,6.334720576185824e-76,1.515000597641963e-53,5.354121167538712e-53,0.13973220685194784,1.374586,1.5356426,0.16105661,1.374586,-1.374586,-1.5356426,5.354121167538712e-53,0.13973220685194784,0.13973220685194784
KO:K04046,hypothetical chaperone protein,6199,7.468303767475583e-242,9.116321980306966e-65,4.2976059996678337e-237,1.7983642794416167e-61,0.78728914,1.77561,0.9883208,0.78728914,-0.78728914,-1.77561,9.116321980306966e-65,1.7983642794416167e-61,1.7983642794416167e-61
KO:K04047,starvation-inducible DNA-binding protein,6446,9.50564850889738e-141,1.0491323957848383e-102,2.5446424191431225e-92,0.2685558293666852,0.8588481,1.0874567,0.22860861,0.8588481,-0.8588481,-1.0874567,2.5446424191431225e-92,0.2685558293666852,0.2685558293666852
KO:K04054,type III secretion protein K,764,5.645827772506206e-23,0.000799280750617665,4.682703137590591e-24,2.8995764078551476e-11,0.26921177,0.8255906,0.55637884,0.26921177,-0.26921177,-0.8255906,0.000799280750617665,0.000799280750617665,2.8995764078551476e-11
KO:K04056,type III secretion protein O,880,3.392215431502269e-17,2.990799362824634e-14,0.22880490528398778,9.274255549126924e-14,-0.5142865,0.1695795,0.683866,-0.5142865,0.5142865,-0.683866,0.22880490528398778,9.274255549126924e-14,0.22880490528398778
KO:K04058,type III secretion protein W,2000,8.178824643340009e-08,6.342673698394095e-06,0.10492262261893091,1.3424356602280285e-07,-0.43663764,0.25099182,0.68762946,-0.43663764,0.43663764,-0.68762946,0.10492262261893091,6.342673698394095e-06,0.10492262261893091
KO:K04060,type III secretion protein Y,1018,7.307532780876136e-98,2.162437708665619e-75,1.0559953211843096e-60,0.9647022836023065,1.3404112,1.2980747,-0.042336464,1.2980747,-1.3404112,-1.2980747,1.0559953211843096e-60,0.9647022836023065,0.9647022836023065
KO:K04061,flagellar biosynthesis protein,6217,6.264486136662322e-197,6.107180811948305e-161,6.434692574194956e-108,0.05623464069092822,-1.3742683,-1.2731893,0.10107899,-1.3742683,0.10107899,-0.10107899,6.434692574194956e-108,0.05623464069092822,0.05623464069092822
KO:K04062,osmotically inducible lipoprotein OsmB,3938,4.804803721500018e-82,2.3952265923415304e-82,1.2772582380342557e-19,4.463226097749765e-14,2.9508338,1.2492794,-1.7015545,1.2492794,-2.9508338,-1.2492794,1.2772582380342557e-19,4.463226097749765e-14,4.463226097749765e-14
KO:K04063,lipoyl-dependent peroxiredoxin [EC:1.11.1.28],6408,0.0,0.0,2.842249687155717e-282,5.169717281520104e-21,2.8739085,2.2509623,-0.62294626,2.2509623,-2.8739085,-2.2509623,2.842249687155717e-282,5.169717281520104e-21,5.169717281520104e-21
KO:K04065,hyperosmotically inducible periplasmic protein,5920,0.0,0.0,1.1848800190544855e-53,9.807024382368695e-156,3.9391718,1.0308957,-2.908276,1.0308957,-3.9391718,-1.0308957,1.1848800190544855e-53,9.807024382368695e-156,1.1848800190544855e-53
KO:K04066,primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-],6537,1.5265834731569945e-187,6.719786915995064e-169,6.985660375281413e-81,1.2482714337667253e-07,-0.7558489,-0.4238758,0.33197308,-0.7558489,0.33197308,-0.33197308,6.985660375281413e-81,1.2482714337667253e-07,1.2482714337667253e-07
KO:K04067,primosomal replication protein N'',2555,5.121283675197826e-15,5.159412962777487e-12,9.154067659858582e-11,0.7619304147257915,0.83968616,0.95498204,0.11529589,0.83968616,-0.83968616,-0.95498204,9.154067659858582e-11,0.7619304147257915,0.7619304147257915
KO:K04068,anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4],5677,6.477721644848545e-226,1.6390868479776888e-09,5.094336538091446e-220,6.0483234063648745e-133,-0.48070335,-2.6078386,-2.1271353,-2.6078386,-2.1271353,2.1271353,1.6390868479776888e-09,1.6390868479776888e-09,6.0483234063648745e-133
KO:K04069,pyruvate formate lyase activating enzyme [EC:1.97.1.4],6464,0.0,8.963236768374037e-168,0.0,0.0,2.965208,-2.8719597,-5.8371677,-2.8719597,-5.8371677,2.8719597,8.963236768374037e-168,8.963236768374037e-168,0.0
KO:K04070,putative pyruvate formate lyase activating enzyme [EC:1.97.1.4],5303,0.0,6.26424299962499e-172,5.777944222370929e-304,0.0,3.983327,-4.246889,-8.230216,-4.246889,-8.230216,4.246889,6.26424299962499e-172,6.26424299962499e-172,5.777944222370929e-304
KO:K04072,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],5651,0.0,9.198061185903561e-149,1.6327661198898557e-109,0.0,2.771402,-1.9499049,-4.721307,-1.9499049,-4.721307,1.9499049,1.6327661198898557e-109,9.198061185903561e-149,1.6327661198898557e-109
KO:K04073,acetaldehyde dehydrogenase [EC:1.2.1.10],6168,3.221701059661646e-133,9.950221083165087e-29,1.640974372857754e-133,1.095449907679688e-42,0.45307016,1.4984374,1.0453672,0.45307016,-0.45307016,-1.4984374,9.950221083165087e-29,9.950221083165087e-29,1.095449907679688e-42
KO:K04074,cell division initiation protein,6062,0.0,1.3007671077213741e-262,6.541824943362127e-79,0.0,2.4020226,-0.9887905,-3.390813,-0.9887905,-3.390813,0.9887905,6.541824943362127e-79,1.3007671077213741e-262,6.541824943362127e-79
KO:K04075,tRNA(Ile)-lysidine synthase [EC:6.3.4.19],6537,0.0,0.0,3.690486392815629e-211,1.1222786684948148e-06,-1.3170562,-0.9982686,0.31878757,-1.3170562,0.31878757,-0.31878757,3.690486392815629e-211,1.1222786684948148e-06,1.1222786684948148e-06
KO:K04076,ATP-dependent Lon protease [EC:3.4.21.53],3864,0.0,0.9123757377327065,0.0,0.0,0.9125416,-6.999734,-7.9122753,-6.999734,-7.9122753,6.999734,0.9123757377327065,0.9123757377327065,0.0
KO:K04077,chaperonin GroEL,6537,4.461671408593534e-44,3.2978157134053746e-13,4.3696039000082305e-44,3.9968393693266834e-12,0.20913982,0.5218077,0.31266785,0.20913982,-0.20913982,-0.5218077,3.2978157134053746e-13,3.9968393693266834e-12,3.9968393693266834e-12
KO:K04078,chaperonin GroES,6537,6.607304924666437e-54,1.572650658978991e-40,9.304452002106544e-36,0.5797611556040065,-0.37751675,-0.31922722,0.058289528,-0.37751675,0.058289528,-0.058289528,9.304452002106544e-36,0.5797611556040065,0.5797611556040065
KO:K04079,molecular chaperone HtpG,6518,5.3011450204756e-311,0.0,4.562898270590958e-61,1.5981359593208742e-57,-1.0028229,-0.41087818,0.5919447,-1.0028229,0.5919447,-0.5919447,4.562898270590958e-61,1.5981359593208742e-57,1.5981359593208742e-57
KO:K04080,molecular chaperone IbpA,6217,0.0,2.0163919474627584e-147,1.5297827659709745e-157,0.0,-1.6294155,2.5778735,4.2072887,-1.6294155,1.6294155,-4.2072887,2.0163919474627584e-147,2.0163919474627584e-147,1.5297827659709745e-157
KO:K04081,molecular chaperone IbpB,1105,4.6579902893019844e-73,0.057646125178607184,2.4052457725595053e-69,6.915722774198916e-50,-0.09237385,-1.4792509,-1.3868771,-1.4792509,-1.3868771,1.3868771,0.057646125178607184,0.057646125178607184,6.915722774198916e-50
KO:K04082,molecular chaperone HscB,6264,3.607282197747738e-254,4.013232834478585e-150,1.9501971258185334e-28,1.8437830272831577e-225,-1.028409,0.8866372,1.9150462,-1.028409,1.028409,-1.9150462,1.9501971258185334e-28,4.013232834478585e-150,1.9501971258185334e-28
KO:K04083,molecular chaperone Hsp33,6529,6.080893320275124e-118,2.676597206871496e-117,4.6427454700538376e-08,5.739136577467736e-45,-0.8165221,-0.13644552,0.6800766,-0.8165221,0.6800766,-0.6800766,4.6427454700538376e-08,5.739136577467736e-45,4.6427454700538376e-08
KO:K04084,thioredoxin:protein disulfide reductase [EC:1.8.4.16],6534,0.0,0.0,4.447109453558245e-111,5.479419642354084e-38,-1.1954575,-0.6968479,0.49860954,-1.1954575,0.49860954,-0.49860954,4.447109453558245e-111,5.479419642354084e-38,5.479419642354084e-38
KO:K04085,tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-],6521,9.925104376543829e-148,1.717711610746033e-93,8.323726727039936e-111,0.00014456480806334052,-0.65104103,-0.8952646,-0.2442236,-0.8952646,-0.2442236,0.2442236,1.717711610746033e-93,0.00014456480806334052,0.00014456480806334052
KO:K04087,modulator of FtsH protease HflC,6531,2.4654636873157724e-231,2.4499809285813065e-231,1.973899410611469e-20,1.483454545422144e-75,-0.95164204,-0.26363564,0.6880064,-0.95164204,0.6880064,-0.6880064,1.973899410611469e-20,1.483454545422144e-75,1.973899410611469e-20
KO:K04088,modulator of FtsH protease HflK,6532,2.1723144772691614e-229,1.1696938743406276e-224,4.304217052074992e-11,2.6694570719522425e-93,-0.9523673,-0.15623093,0.7961364,-0.9523673,0.7961364,-0.7961364,4.304217052074992e-11,2.6694570719522425e-93,4.304217052074992e-11
KO:K04090,indolepyruvate ferredoxin oxidoreductase [EC:1.2.7.8],6340,0.0,4.596366081235131e-147,0.0,1.965242452928806e-132,0.8454194,2.6218781,1.7764587,0.8454194,-0.8454194,-2.6218781,4.596366081235131e-147,1.965242452928806e-132,1.965242452928806e-132
KO:K04091,alkanesulfonate monooxygenase [EC:1.14.14.5],6279,0.0,1.0080959054912063e-145,0.0,2.2413324201023375e-177,1.122612,4.017761,2.895149,1.122612,-1.122612,-4.017761,1.0080959054912063e-145,1.0080959054912063e-145,2.2413324201023375e-177
KO:K04092,chorismate mutase [EC:5.4.99.5],5275,7.2102320524678455e-196,1.9779688944879836e-130,5.180159716781561e-14,1.2295431001994009e-163,-1.8460128,1.2112267,3.0572395,-1.8460128,1.8460128,-3.0572395,5.180159716781561e-14,1.9779688944879836e-130,5.180159716781561e-14
KO:K04093,chorismate mutase [EC:5.4.99.5],5924,4.757107700751201e-110,1.0485131713791057e-97,0.8383183869873548,6.944957695802943e-67,1.8169383,0.13753796,-1.6794003,0.13753796,-1.8169383,-0.13753796,0.8383183869873548,6.944957695802943e-67,0.8383183869873548
KO:K04094,methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74],6494,7.49930597512066e-310,2.86664601926078e-252,0.0022195825276471173,2.0729382115954948e-212,1.3103924,-0.099369526,-1.4097619,-0.099369526,-1.4097619,0.099369526,0.0022195825276471173,2.0729382115954948e-212,0.0022195825276471173
KO:K04095,cell filamentation protein,5975,2.151531383050857e-124,3.962874174770589e-19,7.485531021680536e-126,8.887333861986553e-50,-0.9494319,-1.7452183,-0.7957864,-1.7452183,-0.7957864,0.7957864,3.962874174770589e-19,3.962874174770589e-19,8.887333861986553e-50
KO:K04096,DNA processing protein,6538,5.552204097739635e-242,2.8222024254777457e-69,1.6660920764060364e-235,3.3023607362262765e-57,-0.54043007,-1.0224657,-0.48203564,-1.0224657,-0.48203564,0.48203564,2.8222024254777457e-69,3.3023607362262765e-57,3.3023607362262765e-57
KO:K04097,prostaglandin-H2 D-isomerase / glutathione transferase [EC:5.3.99.2 2.5.1.18],3966,2.980401492285793e-127,5.4918913388798664e-52,4.504742248425504e-33,2.238161661193765e-125,-1.2619888,2.89299,4.1549788,-1.2619888,1.2619888,-4.1549788,4.504742248425504e-33,5.4918913388798664e-52,4.504742248425504e-33
KO:K04098,"hydroxyquinol 1,2-dioxygenase [EC:1.13.11.37]",5620,0.0,5.073298371078869e-181,0.0,1.0256153099144439e-133,1.5565753,5.5415235,3.9849482,1.5565753,-1.5565753,-5.5415235,5.073298371078869e-181,1.0256153099144439e-133,1.0256153099144439e-133
KO:K04099,gallate dioxygenase [EC:1.13.11.57],4680,0.0,0.0,0.0,0.18932683371200743,4.9589033,6.21331,1.2544065,4.9589033,-4.9589033,-6.21331,0.0,0.18932683371200743,0.18932683371200743
KO:K04100,"protocatechuate 4,5-dioxygenase, alpha chain [EC:1.13.11.8]",5867,0.0,7.282674355619165e-58,0.0,9.914545114584381e-129,0.6734052,3.2963405,2.6229353,0.6734052,-0.6734052,-3.2963405,7.282674355619165e-58,7.282674355619165e-58,9.914545114584381e-129
KO:K04101,"protocatechuate 4,5-dioxygenase, beta chain [EC:1.13.11.8]",6047,0.0,3.30813842806983e-299,0.0,1.3288930359915502e-52,1.8581591,3.8488364,1.9906774,1.8581591,-1.8581591,-3.8488364,3.30813842806983e-299,1.3288930359915502e-52,1.3288930359915502e-52
KO:K04102,"4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55]",5996,0.0,0.0,0.0,2.9313142565234598e-18,2.9412136,4.9423366,2.001123,2.9412136,-2.9412136,-4.9423366,0.0,2.9313142565234598e-18,2.9313142565234598e-18
KO:K04103,indolepyruvate decarboxylase [EC:4.1.1.74],6131,6.996804119292262e-186,8.315211366379178e-178,2.122913227580383e-61,1.7122014217489723e-16,1.8120136,0.84493685,-0.9670768,0.84493685,-1.8120136,-0.84493685,2.122913227580383e-61,1.7122014217489723e-16,1.7122014217489723e-16
KO:K04105,4-hydroxybenzoate-CoA ligase [EC:6.2.1.27 6.2.1.25],4990,0.0,0.0,0.0,0.006433807467690867,4.450167,5.197803,0.74763566,4.450167,-4.450167,-5.197803,0.0,0.006433807467690867,0.006433807467690867
KO:K04107,4-hydroxybenzoyl-CoA reductase subunit gamma [EC:1.1.7.1],4013,1.0877059839981908e-224,1.1152921898556843e-187,2.165056211183698e-117,0.004676795066154113,5.212818,4.441512,-0.7713058,4.441512,-5.212818,-4.441512,2.165056211183698e-117,0.004676795066154113,0.004676795066154113
